id,customer_id,merchant_id,status,created_at,updated_at
69,13,42,shipped,2012-02-23 22:56:59 UTC,2012-02-26 20:56:59 UTC
70,13,92,shipped,2012-02-10 06:56:59 UTC,2012-02-26 20:56:59 UTC
71,13,13,shipped,2012-02-16 14:56:59 UTC,2012-02-26 20:56:59 UTC
72,13,37,shipped,2012-02-17 01:56:59 UTC,2012-02-26 20:56:59 UTC
73,13,60,shipped,2012-02-14 05:56:59 UTC,2012-02-26 20:56:59 UTC
74,14,77,shipped,2012-02-20 08:56:59 UTC,2012-02-26 20:56:59 UTC
75,14,2,shipped,2012-02-26 04:56:59 UTC,2012-02-26 20:56:59 UTC
76,14,61,shipped,2012-02-16 21:56:59 UTC,2012-02-26 20:56:59 UTC
77,14,57,shipped,2012-02-11 18:56:59 UTC,2012-02-26 20:56:59 UTC
78,14,93,shipped,2012-02-18 14:56:59 UTC,2012-02-26 20:56:59 UTC
79,15,86,shipped,2012-02-25 00:56:59 UTC,2012-02-26 20:56:59 UTC
80,15,15,shipped,2012-02-18 22:56:59 UTC,2012-02-26 20:56:59 UTC
81,16,28,shipped,2012-02-20 22:56:59 UTC,2012-02-26 20:56:59 UTC
82,16,78,shipped,2012-02-15 15:56:59 UTC,2012-02-26 20:56:59 UTC
83,16,53,shipped,2012-02-17 23:56:59 UTC,2012-02-26 20:56:59 UTC
84,16,33,shipped,2012-02-25 20:56:59 UTC,2012-02-26 20:56:59 UTC
85,16,63,shipped,2012-02-10 23:56:59 UTC,2012-02-26 20:56:59 UTC
86,16,79,shipped,2012-02-15 21:56:59 UTC,2012-02-26 20:56:59 UTC
87,16,30,shipped,2012-02-18 17:56:59 UTC,2012-02-26 20:56:59 UTC
88,17,57,shipped,2012-02-14 23:56:59 UTC,2012-02-26 20:56:59 UTC
89,17,53,shipped,2012-02-16 09:56:59 UTC,2012-02-26 20:56:59 UTC
90,17,21,shipped,2012-02-09 04:56:59 UTC,2012-02-26 20:56:59 UTC
91,18,39,shipped,2012-02-25 20:56:59 UTC,2012-02-26 20:56:59 UTC
92,18,3,shipped,2012-02-20 11:56:59 UTC,2012-02-26 20:56:59 UTC
93,18,70,shipped,2012-02-14 19:56:59 UTC,2012-02-26 20:56:59 UTC
94,19,1,shipped,2012-02-19 13:56:59 UTC,2012-02-26 20:56:59 UTC
95,19,66,shipped,2012-02-25 11:56:59 UTC,2012-02-26 20:56:59 UTC
96,21,72,shipped,2012-02-18 04:56:59 UTC,2012-02-26 20:56:59 UTC
97,21,71,shipped,2012-02-25 23:57:00 UTC,2012-02-26 20:57:00 UTC
98,21,88,shipped,2012-02-08 19:57:00 UTC,2012-02-26 20:57:00 UTC
99,21,35,shipped,2012-02-21 19:57:00 UTC,2012-02-26 20:57:00 UTC
100,21,58,shipped,2012-02-18 21:57:00 UTC,2012-02-26 20:57:00 UTC
101,22,72,shipped,2012-02-23 10:57:00 UTC,2012-02-26 20:57:00 UTC
102,22,64,shipped,2012-02-26 19:57:00 UTC,2012-02-26 20:57:00 UTC
103,22,73,shipped,2012-02-22 22:57:00 UTC,2012-02-26 20:57:00 UTC
104,22,26,shipped,2012-02-13 03:57:00 UTC,2012-02-26 20:57:00 UTC
105,22,37,shipped,2012-02-20 23:57:00 UTC,2012-02-26 20:57:00 UTC
106,22,4,shipped,2012-02-16 14:57:00 UTC,2012-02-26 20:57:00 UTC
107,22,62,shipped,2012-02-22 23:57:00 UTC,2012-02-26 20:57:00 UTC
108,22,43,shipped,2012-02-19 17:57:00 UTC,2012-02-26 20:57:00 UTC
109,22,97,shipped,2012-02-24 04:57:00 UTC,2012-02-26 20:57:00 UTC
110,22,63,shipped,2012-02-17 16:57:00 UTC,2012-02-26 20:57:00 UTC
111,23,74,shipped,2012-02-24 17:57:00 UTC,2012-02-26 20:57:00 UTC
112,23,78,shipped,2012-02-23 13:57:00 UTC,2012-02-26 20:57:00 UTC
113,23,32,shipped,2012-02-16 06:57:00 UTC,2012-02-26 20:57:00 UTC
114,23,78,shipped,2012-02-16 12:57:00 UTC,2012-02-26 20:57:00 UTC
115,23,78,shipped,2012-02-24 19:57:00 UTC,2012-02-26 20:57:00 UTC
116,24,72,shipped,2012-02-25 23:57:00 UTC,2012-02-26 20:57:00 UTC
117,24,64,shipped,2012-02-10 21:57:00 UTC,2012-02-26 20:57:00 UTC
118,24,6,shipped,2012-02-24 10:57:00 UTC,2012-02-26 20:57:00 UTC
119,24,40,shipped,2012-02-10 17:57:00 UTC,2012-02-26 20:57:00 UTC
120,24,88,shipped,2012-02-17 17:57:00 UTC,2012-02-26 20:57:00 UTC
121,24,42,shipped,2012-02-22 13:57:00 UTC,2012-02-26 20:57:00 UTC
122,24,26,shipped,2012-02-15 10:57:00 UTC,2012-02-26 20:57:00 UTC
123,25,70,shipped,2012-02-19 07:57:00 UTC,2012-02-26 20:57:00 UTC
124,25,58,shipped,2012-02-13 15:57:00 UTC,2012-02-26 20:57:00 UTC
125,25,37,shipped,2012-02-22 19:57:00 UTC,2012-02-26 20:57:00 UTC
126,25,64,shipped,2012-02-17 20:57:00 UTC,2012-02-26 20:57:00 UTC
127,26,78,shipped,2012-02-12 06:57:00 UTC,2012-02-26 20:57:00 UTC
128,26,32,shipped,2012-02-10 02:57:00 UTC,2012-02-26 20:57:00 UTC
129,26,36,shipped,2012-02-13 04:57:01 UTC,2012-02-26 20:57:01 UTC
130,26,74,shipped,2012-02-08 16:57:01 UTC,2012-02-26 20:57:01 UTC
131,26,62,shipped,2012-02-19 14:57:01 UTC,2012-02-26 20:57:01 UTC
132,26,71,shipped,2012-02-21 00:57:01 UTC,2012-02-26 20:57:01 UTC
133,26,43,shipped,2012-02-08 07:57:01 UTC,2012-02-26 20:57:01 UTC
134,26,52,shipped,2012-02-10 19:57:01 UTC,2012-02-26 20:57:01 UTC
135,26,6,shipped,2012-02-21 11:57:01 UTC,2012-02-26 20:57:01 UTC
136,27,22,shipped,2012-02-15 23:57:01 UTC,2012-02-26 20:57:01 UTC
137,28,8,shipped,2012-02-16 20:57:01 UTC,2012-02-26 20:57:01 UTC
138,28,12,shipped,2012-02-25 02:57:01 UTC,2012-02-26 20:57:01 UTC
139,28,85,shipped,2012-02-16 12:57:01 UTC,2012-02-26 20:57:01 UTC
140,28,51,shipped,2012-02-26 19:57:01 UTC,2012-02-26 20:57:01 UTC
141,29,98,shipped,2012-02-22 01:57:01 UTC,2012-02-26 20:57:01 UTC
142,29,100,shipped,2012-02-14 21:57:01 UTC,2012-02-26 20:57:01 UTC
143,29,51,shipped,2012-02-21 09:57:01 UTC,2012-02-26 20:57:01 UTC
144,29,82,shipped,2012-02-12 05:57:01 UTC,2012-02-26 20:57:01 UTC
145,29,68,shipped,2012-02-22 13:57:01 UTC,2012-02-26 20:57:01 UTC
146,29,50,shipped,2012-02-06 20:57:01 UTC,2012-02-26 20:57:01 UTC
147,29,84,shipped,2012-02-25 03:57:01 UTC,2012-02-26 20:57:01 UTC
148,29,71,shipped,2012-02-26 07:57:01 UTC,2012-02-26 20:57:01 UTC
149,29,6,shipped,2012-02-12 11:57:01 UTC,2012-02-26 20:57:01 UTC
150,29,38,shipped,2012-02-11 18:57:01 UTC,2012-02-26 20:57:01 UTC
151,30,4,shipped,2012-02-09 07:57:01 UTC,2012-02-26 20:57:01 UTC
152,30,4,shipped,2012-02-10 13:57:01 UTC,2012-02-26 20:57:01 UTC
153,30,81,shipped,2012-02-09 10:57:01 UTC,2012-02-26 20:57:01 UTC
154,30,99,shipped,2012-02-06 05:57:01 UTC,2012-02-26 20:57:01 UTC
155,30,96,shipped,2012-02-07 20:57:01 UTC,2012-02-26 20:57:01 UTC
156,31,45,shipped,2012-02-21 12:57:01 UTC,2012-02-26 20:57:01 UTC
157,31,10,shipped,2012-02-26 02:57:02 UTC,2012-02-26 20:57:02 UTC
158,31,40,shipped,2012-02-26 05:57:02 UTC,2012-02-26 20:57:02 UTC
159,31,81,shipped,2012-02-07 00:57:02 UTC,2012-02-26 20:57:02 UTC
160,31,43,shipped,2012-02-10 14:57:02 UTC,2012-02-26 20:57:02 UTC
161,31,86,shipped,2012-02-14 01:57:02 UTC,2012-02-26 20:57:02 UTC
162,31,34,shipped,2012-02-12 17:57:02 UTC,2012-02-26 20:57:02 UTC
163,31,51,shipped,2012-02-19 07:57:02 UTC,2012-02-26 20:57:02 UTC
164,31,42,shipped,2012-02-25 05:57:02 UTC,2012-02-26 20:57:02 UTC
165,32,16,shipped,2012-02-19 09:57:02 UTC,2012-02-26 20:57:02 UTC
166,32,86,shipped,2012-02-07 13:57:02 UTC,2012-02-26 20:57:02 UTC
167,32,57,shipped,2012-02-16 16:57:02 UTC,2012-02-26 20:57:02 UTC
168,32,73,shipped,2012-02-15 10:57:02 UTC,2012-02-26 20:57:02 UTC
169,33,7,shipped,2012-02-18 07:57:02 UTC,2012-02-26 20:57:02 UTC
170,33,90,shipped,2012-02-09 14:57:02 UTC,2012-02-26 20:57:02 UTC
171,33,40,shipped,2012-02-09 20:57:02 UTC,2012-02-26 20:57:02 UTC
172,33,97,shipped,2012-02-17 15:57:02 UTC,2012-02-26 20:57:02 UTC
173,34,67,shipped,2012-02-08 11:57:02 UTC,2012-02-26 20:57:02 UTC
174,34,87,shipped,2012-02-22 17:57:02 UTC,2012-02-26 20:57:02 UTC
175,34,39,shipped,2012-02-14 00:57:02 UTC,2012-02-26 20:57:02 UTC
176,35,27,shipped,2012-02-13 18:57:02 UTC,2012-02-26 20:57:02 UTC
177,35,37,shipped,2012-02-09 19:57:02 UTC,2012-02-26 20:57:02 UTC
178,35,39,shipped,2012-02-21 20:57:02 UTC,2012-02-26 20:57:02 UTC
179,35,36,shipped,2012-02-14 00:57:02 UTC,2012-02-26 20:57:02 UTC
180,35,22,shipped,2012-02-24 14:57:02 UTC,2012-02-26 20:57:02 UTC
181,35,4,shipped,2012-02-20 19:57:02 UTC,2012-02-26 20:57:02 UTC
182,35,47,shipped,2012-02-18 16:57:02 UTC,2012-02-26 20:57:02 UTC
183,35,76,shipped,2012-02-13 22:57:02 UTC,2012-02-26 20:57:02 UTC
184,36,89,shipped,2012-02-09 23:57:02 UTC,2012-02-26 20:57:02 UTC
185,36,33,shipped,2012-02-13 20:57:03 UTC,2012-02-26 20:57:03 UTC
186,36,74,shipped,2012-02-13 19:57:03 UTC,2012-02-26 20:57:03 UTC
187,36,74,shipped,2012-02-15 12:57:03 UTC,2012-02-26 20:57:03 UTC
188,36,88,shipped,2012-02-20 14:57:03 UTC,2012-02-26 20:57:03 UTC
189,36,17,shipped,2012-02-20 11:57:03 UTC,2012-02-26 20:57:03 UTC
190,36,72,shipped,2012-02-25 08:57:03 UTC,2012-02-26 20:57:03 UTC
191,36,64,shipped,2012-02-16 22:57:03 UTC,2012-02-26 20:57:03 UTC
192,37,99,shipped,2012-02-22 14:57:03 UTC,2012-02-26 20:57:03 UTC
193,37,12,shipped,2012-02-20 21:57:03 UTC,2012-02-26 20:57:03 UTC
194,37,73,shipped,2012-02-07 09:57:03 UTC,2012-02-26 20:57:03 UTC
195,37,31,shipped,2012-02-06 19:57:03 UTC,2012-02-26 20:57:03 UTC
196,37,77,shipped,2012-02-24 18:57:03 UTC,2012-02-26 20:57:03 UTC
197,37,70,shipped,2012-02-07 22:57:03 UTC,2012-02-26 20:57:03 UTC
198,37,95,shipped,2012-02-17 08:57:03 UTC,2012-02-26 20:57:03 UTC
199,37,57,shipped,2012-02-08 01:57:03 UTC,2012-02-26 20:57:03 UTC
200,37,73,shipped,2012-02-18 03:57:03 UTC,2012-02-26 20:57:03 UTC
201,38,78,shipped,2012-02-24 22:57:03 UTC,2012-02-26 20:57:03 UTC
202,38,65,shipped,2012-02-23 11:57:03 UTC,2012-02-26 20:57:03 UTC
203,38,39,shipped,2012-02-20 08:57:03 UTC,2012-02-26 20:57:03 UTC
204,38,2,shipped,2012-02-24 10:57:03 UTC,2012-02-26 20:57:03 UTC
205,39,1,shipped,2012-02-15 19:57:03 UTC,2012-02-26 20:57:03 UTC
206,39,84,shipped,2012-02-26 03:57:03 UTC,2012-02-26 20:57:03 UTC
207,40,77,shipped,2012-02-21 02:57:03 UTC,2012-02-26 20:57:03 UTC
208,40,43,shipped,2012-02-15 13:57:03 UTC,2012-02-26 20:57:03 UTC
209,40,47,shipped,2012-02-09 20:57:03 UTC,2012-02-26 20:57:03 UTC
210,40,22,shipped,2012-02-16 17:57:03 UTC,2012-02-26 20:57:03 UTC
211,40,47,shipped,2012-02-15 21:57:03 UTC,2012-02-26 20:57:03 UTC
212,40,22,shipped,2012-02-08 04:57:03 UTC,2012-02-26 20:57:03 UTC
213,40,85,shipped,2012-02-22 17:57:03 UTC,2012-02-26 20:57:03 UTC
214,40,90,shipped,2012-02-22 04:57:03 UTC,2012-02-26 20:57:03 UTC
215,40,58,shipped,2012-02-20 06:57:04 UTC,2012-02-26 20:57:04 UTC
216,40,8,shipped,2012-02-14 04:57:04 UTC,2012-02-26 20:57:04 UTC
217,41,99,shipped,2012-02-08 00:57:04 UTC,2012-02-26 20:57:04 UTC
218,41,41,shipped,2012-02-18 06:57:04 UTC,2012-02-26 20:57:04 UTC
219,41,43,shipped,2012-02-13 05:57:04 UTC,2012-02-26 20:57:04 UTC
220,42,56,shipped,2012-02-14 19:57:04 UTC,2012-02-26 20:57:04 UTC
221,42,55,shipped,2012-02-09 02:57:04 UTC,2012-02-26 20:57:04 UTC
222,42,30,shipped,2012-02-14 11:57:04 UTC,2012-02-26 20:57:04 UTC
223,42,84,shipped,2012-02-26 16:57:04 UTC,2012-02-26 20:57:04 UTC
224,42,33,shipped,2012-02-10 16:57:04 UTC,2012-02-26 20:57:04 UTC
225,42,39,shipped,2012-02-09 03:57:04 UTC,2012-02-26 20:57:04 UTC
226,42,8,shipped,2012-02-21 23:57:04 UTC,2012-02-26 20:57:04 UTC
227,42,18,shipped,2012-02-26 04:57:04 UTC,2012-02-26 20:57:04 UTC
228,42,18,shipped,2012-02-16 10:57:04 UTC,2012-02-26 20:57:04 UTC
229,42,98,shipped,2012-02-23 22:57:04 UTC,2012-02-26 20:57:04 UTC
230,43,82,shipped,2012-02-25 07:57:04 UTC,2012-02-26 20:57:04 UTC
231,43,16,shipped,2012-02-10 05:57:04 UTC,2012-02-26 20:57:04 UTC
232,44,100,shipped,2012-02-07 01:57:04 UTC,2012-02-26 20:57:04 UTC
233,44,93,shipped,2012-02-09 12:57:04 UTC,2012-02-26 20:57:04 UTC
234,44,18,shipped,2012-02-17 13:57:04 UTC,2012-02-26 20:57:04 UTC
235,44,37,shipped,2012-02-11 00:57:04 UTC,2012-02-26 20:57:04 UTC
236,44,92,shipped,2012-02-22 11:57:04 UTC,2012-02-26 20:57:04 UTC
237,44,71,shipped,2012-02-26 09:57:04 UTC,2012-02-26 20:57:04 UTC
238,45,99,shipped,2012-02-11 13:57:04 UTC,2012-02-26 20:57:04 UTC
239,45,76,shipped,2012-02-06 14:57:04 UTC,2012-02-26 20:57:04 UTC
240,45,89,shipped,2012-02-18 22:57:04 UTC,2012-02-26 20:57:04 UTC
241,45,70,shipped,2012-02-25 10:57:04 UTC,2012-02-26 20:57:04 UTC
242,45,34,shipped,2012-02-12 22:57:04 UTC,2012-02-26 20:57:04 UTC
243,45,65,shipped,2012-02-14 14:57:05 UTC,2012-02-26 20:57:05 UTC
244,46,50,shipped,2012-02-09 03:57:05 UTC,2012-02-26 20:57:05 UTC
245,46,66,shipped,2012-02-23 21:57:05 UTC,2012-02-26 20:57:05 UTC
246,47,52,shipped,2012-02-22 21:57:05 UTC,2012-02-26 20:57:05 UTC
247,47,46,shipped,2012-02-14 04:57:05 UTC,2012-02-26 20:57:05 UTC
248,47,70,shipped,2012-02-23 17:57:05 UTC,2012-02-26 20:57:05 UTC
249,47,95,shipped,2012-02-17 06:57:05 UTC,2012-02-26 20:57:05 UTC
250,47,93,shipped,2012-02-07 20:57:05 UTC,2012-02-26 20:57:05 UTC
251,47,98,shipped,2012-02-19 02:57:05 UTC,2012-02-26 20:57:05 UTC
252,47,79,shipped,2012-02-25 10:57:05 UTC,2012-02-26 20:57:05 UTC
253,47,76,shipped,2012-02-12 03:57:05 UTC,2012-02-26 20:57:05 UTC
254,47,21,shipped,2012-02-21 05:57:05 UTC,2012-02-26 20:57:05 UTC
255,48,92,shipped,2012-02-21 21:57:05 UTC,2012-02-26 20:57:05 UTC
256,48,51,shipped,2012-02-13 10:57:05 UTC,2012-02-26 20:57:05 UTC
257,49,93,shipped,2012-02-09 22:57:05 UTC,2012-02-26 20:57:05 UTC
258,49,19,shipped,2012-02-26 05:57:05 UTC,2012-02-26 20:57:05 UTC
259,50,59,shipped,2012-02-22 00:57:05 UTC,2012-02-26 20:57:05 UTC
260,50,61,shipped,2012-02-24 18:57:05 UTC,2012-02-26 20:57:05 UTC
261,50,51,shipped,2012-02-26 14:57:05 UTC,2012-02-26 20:57:05 UTC
262,50,15,shipped,2012-02-16 05:57:05 UTC,2012-02-26 20:57:05 UTC
263,50,43,shipped,2012-02-18 15:57:05 UTC,2012-02-26 20:57:05 UTC
264,50,19,shipped,2012-02-20 10:57:05 UTC,2012-02-26 20:57:05 UTC
265,51,14,shipped,2012-02-06 23:57:05 UTC,2012-02-26 20:57:05 UTC
266,51,71,shipped,2012-02-10 09:57:05 UTC,2012-02-26 20:57:05 UTC
267,51,34,shipped,2012-02-06 04:57:05 UTC,2012-02-26 20:57:05 UTC
268,51,51,shipped,2012-02-10 11:57:05 UTC,2012-02-26 20:57:05 UTC
269,51,1,shipped,2012-02-17 15:57:05 UTC,2012-02-26 20:57:05 UTC
270,51,77,shipped,2012-02-24 13:57:05 UTC,2012-02-26 20:57:05 UTC
271,51,81,shipped,2012-02-14 03:57:05 UTC,2012-02-26 20:57:05 UTC
272,52,41,shipped,2012-02-23 02:57:05 UTC,2012-02-26 20:57:05 UTC
273,52,50,shipped,2012-02-12 16:57:05 UTC,2012-02-26 20:57:05 UTC
274,52,44,shipped,2012-02-23 00:57:05 UTC,2012-02-26 20:57:05 UTC
275,53,11,shipped,2012-02-22 18:57:05 UTC,2012-02-26 20:57:05 UTC
276,53,26,shipped,2012-02-16 15:57:05 UTC,2012-02-26 20:57:05 UTC
277,53,5,shipped,2012-02-22 12:57:06 UTC,2012-02-26 20:57:06 UTC
278,53,57,shipped,2012-02-12 13:57:06 UTC,2012-02-26 20:57:06 UTC
279,53,79,shipped,2012-02-13 01:57:06 UTC,2012-02-26 20:57:06 UTC
280,55,2,shipped,2012-02-12 07:57:06 UTC,2012-02-26 20:57:06 UTC
281,55,7,shipped,2012-02-15 08:57:06 UTC,2012-02-26 20:57:06 UTC
282,55,90,shipped,2012-02-06 05:57:06 UTC,2012-02-26 20:57:06 UTC
283,55,12,shipped,2012-02-13 15:57:06 UTC,2012-02-26 20:57:06 UTC
284,55,99,shipped,2012-02-13 03:57:06 UTC,2012-02-26 20:57:06 UTC
285,55,15,shipped,2012-02-09 05:57:06 UTC,2012-02-26 20:57:06 UTC
286,56,4,shipped,2012-02-09 07:57:06 UTC,2012-02-26 20:57:06 UTC
287,56,76,shipped,2012-02-13 12:57:06 UTC,2012-02-26 20:57:06 UTC
288,56,11,shipped,2012-02-21 03:57:06 UTC,2012-02-26 20:57:06 UTC
289,56,7,shipped,2012-02-16 07:57:06 UTC,2012-02-26 20:57:06 UTC
290,56,16,shipped,2012-02-11 22:57:06 UTC,2012-02-26 20:57:06 UTC
291,57,43,shipped,2012-02-13 04:57:06 UTC,2012-02-26 20:57:06 UTC
292,57,64,shipped,2012-02-17 14:57:06 UTC,2012-02-26 20:57:06 UTC
293,57,26,shipped,2012-02-18 11:57:06 UTC,2012-02-26 20:57:06 UTC
294,57,29,shipped,2012-02-07 08:57:06 UTC,2012-02-26 20:57:06 UTC
295,58,1,shipped,2012-02-17 21:57:06 UTC,2012-02-26 20:57:06 UTC
296,58,40,shipped,2012-02-17 16:57:06 UTC,2012-02-26 20:57:06 UTC
297,58,43,shipped,2012-02-23 18:57:06 UTC,2012-02-26 20:57:06 UTC
298,58,39,shipped,2012-02-21 04:57:06 UTC,2012-02-26 20:57:06 UTC
299,58,30,shipped,2012-02-17 00:57:06 UTC,2012-02-26 20:57:06 UTC
300,58,97,shipped,2012-02-18 16:57:06 UTC,2012-02-26 20:57:06 UTC
301,59,20,shipped,2012-02-16 20:57:06 UTC,2012-02-26 20:57:06 UTC
302,59,58,shipped,2012-02-15 05:57:06 UTC,2012-02-26 20:57:06 UTC
303,60,12,shipped,2012-02-25 09:57:06 UTC,2012-02-26 20:57:06 UTC
304,60,73,shipped,2012-02-13 10:57:06 UTC,2012-02-26 20:57:06 UTC
305,60,8,shipped,2012-02-19 07:57:06 UTC,2012-02-26 20:57:06 UTC
306,60,52,shipped,2012-02-22 20:57:06 UTC,2012-02-26 20:57:06 UTC
307,60,61,shipped,2012-02-18 02:57:06 UTC,2012-02-26 20:57:06 UTC
308,60,91,shipped,2012-02-21 05:57:06 UTC,2012-02-26 20:57:06 UTC
309,60,14,shipped,2012-02-09 12:57:06 UTC,2012-02-26 20:57:06 UTC
310,61,20,shipped,2012-02-13 00:57:06 UTC,2012-02-26 20:57:06 UTC
311,62,60,shipped,2012-02-06 22:57:06 UTC,2012-02-26 20:57:06 UTC
312,62,46,shipped,2012-02-11 13:57:06 UTC,2012-02-26 20:57:06 UTC
313,62,24,shipped,2012-02-06 20:57:06 UTC,2012-02-26 20:57:06 UTC
314,62,63,shipped,2012-02-06 19:57:07 UTC,2012-02-26 20:57:07 UTC
315,62,3,shipped,2012-02-23 15:57:07 UTC,2012-02-26 20:57:07 UTC
316,62,99,shipped,2012-02-08 01:57:07 UTC,2012-02-26 20:57:07 UTC
317,62,90,shipped,2012-02-08 04:57:07 UTC,2012-02-26 20:57:07 UTC
