id,item_id,invoice_id,quantity,unit_price,created_at,updated_at
48,805,10,5,79776,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
49,804,10,4,33432,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
50,648,11,8,12041,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
51,647,11,3,94672,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
52,647,11,2,94672,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
53,1405,12,7,95541,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
54,1397,12,1,6196,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
55,1415,12,4,98497,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
56,1393,12,8,56003,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
57,1387,12,5,55718,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
58,1397,12,7,6196,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
59,1070,13,2,11931,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
60,1058,13,4,90837,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
61,1065,13,6,68134,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
62,1065,13,9,68134,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
63,1067,13,5,73713,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
64,1497,14,7,35294,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
65,1495,14,10,39337,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
66,1496,14,10,81414,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
67,567,15,4,6351,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
68,570,15,8,86561,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
69,563,15,1,30305,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
70,563,15,8,30305,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
71,563,15,8,30305,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
72,564,15,9,63154,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
73,373,16,3,31804,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
74,357,16,9,9804,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
75,377,16,10,75625,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
76,371,16,9,33321,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
77,343,16,10,7065,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
78,416,17,4,49868,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
79,391,17,7,74510,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
80,418,17,4,43559,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
81,413,17,1,90587,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
82,58,18,5,25923,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
83,65,18,1,87510,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
84,51,18,9,78546,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
85,58,18,2,25923,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
86,74,18,6,46466,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
87,67,18,5,59276,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
88,63,18,4,80075,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
89,57,18,2,91325,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
90,1624,19,3,15549,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
91,1624,19,7,15549,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
92,832,20,6,99628,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
93,2123,21,10,56340,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
94,1843,22,5,37683,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
95,1835,22,5,42593,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
96,1855,22,7,97560,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
97,1837,22,2,32258,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
98,1067,23,8,73713,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
99,1070,23,8,11931,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
100,1174,24,2,1848,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
101,1175,24,8,42890,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
102,1175,24,2,42890,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
103,1174,24,6,1848,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
104,1175,24,6,42890,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
105,1175,24,4,42890,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
106,472,25,1,63237,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
107,473,25,7,1765,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
108,470,25,1,43845,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
109,471,25,5,37581,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
110,470,25,5,43845,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
111,470,25,4,43845,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
112,472,25,2,63237,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
113,1998,26,5,80271,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
114,2019,26,5,10705,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
115,2023,26,10,54178,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
116,2027,26,9,55436,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
117,2028,26,3,2986,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
118,1998,26,2,80271,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
119,2022,26,6,19502,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
120,1060,27,10,52249,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
121,1070,27,10,11931,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
122,1597,28,9,75131,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
123,1602,28,4,97927,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
124,2158,29,1,27130,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
125,2161,29,1,98302,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
126,2161,29,1,98302,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
127,230,30,8,75824,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
128,230,30,2,75824,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
129,230,30,9,75824,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
130,230,30,1,75824,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
131,1013,31,4,92230,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
132,1002,31,3,89568,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
133,984,31,6,81073,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
134,953,32,2,79110,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
135,1258,33,10,77411,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
136,1242,33,6,59684,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
137,1254,33,1,38422,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
138,1027,34,10,71297,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
139,1052,34,2,84641,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
140,1025,34,1,90600,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
141,1047,34,10,58403,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
142,1031,34,8,25630,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
143,1034,34,2,55166,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
144,1041,34,1,49492,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
145,1040,34,5,94130,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
146,1485,35,6,77983,2012-02-26 20:56:57 UTC,2012-02-26 20:56:57 UTC
147,1351,36,9,52848,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
148,1357,36,3,6143,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
149,2377,37,8,22624,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
150,2395,37,3,54852,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
151,2391,37,2,11089,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
152,2388,37,10,82031,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
153,2397,37,7,93196,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
154,778,38,7,46991,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
155,773,38,4,1442,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
156,778,38,2,46991,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
157,775,38,6,67055,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
158,774,38,6,76020,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
159,775,38,9,67055,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
160,1044,39,3,75381,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
161,1039,39,9,23131,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
162,1029,39,10,56673,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
163,1045,39,2,76666,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
164,1028,39,3,80247,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
165,1031,39,10,25630,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
166,1042,39,9,42825,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
167,1045,39,9,76666,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
168,779,40,1,82087,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
169,775,40,6,67055,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
170,779,40,7,82087,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
171,776,40,2,84904,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
172,771,40,5,42822,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
173,772,40,3,24388,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
174,1208,41,10,55253,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
175,1191,41,8,16539,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
176,1187,41,4,30604,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
177,1208,41,6,55253,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
178,1239,42,7,74126,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
179,1237,42,2,53081,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
180,1227,42,2,74614,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
181,1241,42,4,7267,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
182,1228,42,3,49235,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
183,1217,42,10,9170,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
184,253,43,2,88179,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
185,242,43,6,75884,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
186,266,43,5,96568,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
187,246,43,9,60997,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
188,231,43,9,31736,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
189,1835,44,4,42593,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
190,1838,44,3,60517,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
191,1855,44,3,97560,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
192,1847,44,8,88009,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
193,1838,44,3,60517,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
194,1851,44,10,95495,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
195,1849,44,6,8209,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
196,1851,44,10,95495,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
197,2222,45,3,1203,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
198,2222,45,3,1203,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
199,2233,45,5,57286,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
200,2203,45,10,52393,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
201,2283,46,8,30151,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
202,2251,46,9,63133,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
203,2268,46,6,9181,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
204,2263,46,9,41316,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
205,2253,46,7,7873,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
206,2288,46,5,10464,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
207,2286,46,5,172,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
208,2257,46,6,755,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
209,1453,47,6,49002,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
210,1456,47,5,35489,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
211,1284,48,5,95142,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
212,1284,48,5,95142,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
213,1287,48,2,8323,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
214,1291,48,9,89933,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
215,1282,49,5,12651,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
216,1283,49,2,71437,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
217,1288,49,8,57739,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
218,1285,49,3,94082,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
219,1287,49,5,8323,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
220,1075,50,10,60195,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
221,1077,50,10,49979,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
222,1078,50,6,32301,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
223,1072,50,3,16142,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
224,1078,50,7,32301,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
225,1076,50,5,92415,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
226,1072,50,6,16142,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
227,1077,50,9,49979,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
228,647,51,4,94672,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
229,649,51,9,82260,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
230,647,51,1,94672,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
231,1548,52,3,18524,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
232,1621,53,8,33958,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
233,2060,54,4,97645,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
234,2071,54,5,89400,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
235,2053,54,1,83651,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
236,2044,54,3,95829,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
237,2066,54,9,88731,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
238,2268,55,5,9181,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
239,2252,55,6,32502,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
240,2274,55,2,70474,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
241,912,56,7,19750,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
242,886,56,7,43841,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
243,897,56,5,36522,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
244,881,56,6,5458,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
245,908,56,5,72009,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
246,875,56,1,31503,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
247,893,56,3,13707,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
248,901,56,8,72395,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
249,1818,57,3,57044,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
250,1817,57,3,13890,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
251,1785,57,1,47027,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
252,1793,57,1,71154,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
253,1795,57,9,61961,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
254,1797,57,10,68724,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
255,586,58,6,87845,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
256,585,58,1,24169,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
257,1453,59,4,49002,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
258,1464,59,9,15587,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
259,1460,59,3,92034,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
260,1466,59,3,26764,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
261,1467,59,10,15918,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
262,1457,59,8,79552,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
263,1342,60,6,24662,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
264,1343,60,6,28609,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
265,1348,60,3,85237,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
266,1349,60,5,1860,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
267,1346,60,10,20889,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
268,1343,60,7,28609,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
269,1347,60,10,68109,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
270,1617,61,8,99568,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
271,1622,61,10,78606,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
272,1617,61,5,99568,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
273,1622,61,5,78606,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
274,1611,61,6,32518,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
275,1614,61,10,59586,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
276,1623,61,9,73912,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
277,644,62,4,43709,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
278,637,62,9,25048,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
279,631,62,7,20083,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
280,639,62,3,64620,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
281,642,62,3,91029,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
282,636,62,9,36896,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
283,623,62,3,17545,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
284,819,63,10,79062,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
285,826,63,5,11371,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
286,825,63,9,7722,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
287,821,63,6,72825,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
288,829,63,5,90758,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
289,1496,64,3,81414,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
290,1497,64,9,35294,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
291,1496,64,7,81414,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
292,1113,65,10,44097,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
293,1121,65,4,98808,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
294,1117,65,6,32900,2012-02-26 20:56:58 UTC,2012-02-26 20:56:58 UTC
295,1123,65,4,27027,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
296,1835,66,8,42593,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
297,1848,66,10,5245,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
298,1858,66,8,41666,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
299,1858,66,3,41666,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
300,1859,66,10,77079,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
301,1847,66,10,88009,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
302,1855,66,9,97560,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
303,121,67,9,86585,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
304,112,67,5,17876,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
305,120,67,2,41591,2012-02-26 20:56:59 UTC,2012-02-26 20:56:59 UTC
